"file","id","kind","type","audience","series","duration_s","dimensions","caption","hashtags"
"videos/ad-byd-bumper-7-14.mp4","ad-byd-bumper-7-14","video","Product ad","flippers","","10.2","1080x1920","This is why your EV repair bill is mad. BYD Atto 3 Front Bumper from £199 (was £520) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-headlight-0-15.mp4","ad-byd-headlight-0-15","video","Product ad","flippers","","10.2","1080x1920","Stop overpaying for EV parts. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-headlight-1-15.mp4","ad-byd-headlight-1-15","video","Product ad","garages","","10.2","1080x1920","Your dealer is robbing you. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-headlight-2-15.mp4","ad-byd-headlight-2-15","video","Product ad","public","","10.2","1080x1920","Tesla repair quote made you cry? BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-headlight-3-15.mp4","ad-byd-headlight-3-15","video","Product ad","flippers","","10.2","1080x1920","MG owners — you NEED this. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-headlight-4-15.mp4","ad-byd-headlight-4-15","video","Product ad","garages","","10.2","1080x1920","EV parts without the dealer price. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-headlight-5-15.mp4","ad-byd-headlight-5-15","video","Product ad","public","","10.2","1080x1920","POV: you found exact-fit parts. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-headlight-6-15.mp4","ad-byd-headlight-6-15","video","Product ad","flippers","","10.2","1080x1920","Pranged it? Don’t panic. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-headlight-7-15.mp4","ad-byd-headlight-7-15","video","Product ad","garages","","10.2","1080x1920","This is why your EV repair bill is mad. BYD Atto 3 Headlight from £179 (was £450) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-bumper-0-16.mp4","ad-byd-bumper-0-16","video","Product ad","garages","","10.2","1080x1920","Stop overpaying for EV parts. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-bumper-1-16.mp4","ad-byd-bumper-1-16","video","Product ad","public","","10.2","1080x1920","Your dealer is robbing you. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-bumper-2-16.mp4","ad-byd-bumper-2-16","video","Product ad","flippers","","10.2","1080x1920","Tesla repair quote made you cry? BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-bumper-3-16.mp4","ad-byd-bumper-3-16","video","Product ad","garages","","10.2","1080x1920","MG owners — you NEED this. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-bumper-4-16.mp4","ad-byd-bumper-4-16","video","Product ad","public","","10.2","1080x1920","EV parts without the dealer price. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-bumper-5-16.mp4","ad-byd-bumper-5-16","video","Product ad","flippers","","10.2","1080x1920","POV: you found exact-fit parts. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-bumper-6-16.mp4","ad-byd-bumper-6-16","video","Product ad","garages","","10.2","1080x1920","Pranged it? Don’t panic. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-bumper-7-16.mp4","ad-byd-bumper-7-16","video","Product ad","public","","10.2","1080x1920","This is why your EV repair bill is mad. BYD Dolphin Front Bumper from £179 (was £470) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-taillight-0-17.mp4","ad-byd-taillight-0-17","video","Product ad","public","","10.2","1080x1920","Stop overpaying for EV parts. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-taillight-1-17.mp4","ad-byd-taillight-1-17","video","Product ad","flippers","","10.2","1080x1920","Your dealer is robbing you. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-taillight-2-17.mp4","ad-byd-taillight-2-17","video","Product ad","garages","","10.2","1080x1920","Tesla repair quote made you cry? BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-taillight-3-17.mp4","ad-byd-taillight-3-17","video","Product ad","public","","10.2","1080x1920","MG owners — you NEED this. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-taillight-4-17.mp4","ad-byd-taillight-4-17","video","Product ad","flippers","","10.2","1080x1920","EV parts without the dealer price. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-byd-taillight-5-17.mp4","ad-byd-taillight-5-17","video","Product ad","garages","","10.2","1080x1920","POV: you found exact-fit parts. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-byd-taillight-6-17.mp4","ad-byd-taillight-6-17","video","Product ad","public","","10.2","1080x1920","Pranged it? Don’t panic. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-byd-taillight-7-17.mp4","ad-byd-taillight-7-17","video","Product ad","flippers","","10.2","1080x1920","This is why your EV repair bill is mad. BYD Seal Tail Light from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bumper-0-18.mp4","ad-honda-bumper-0-18","video","Product ad","flippers","","10.2","1080x1920","Stop overpaying for EV parts. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bumper-1-18.mp4","ad-honda-bumper-1-18","video","Product ad","garages","","10.2","1080x1920","Your dealer is robbing you. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-bumper-2-18.mp4","ad-honda-bumper-2-18","video","Product ad","public","","10.2","1080x1920","Tesla repair quote made you cry? Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-bumper-3-18.mp4","ad-honda-bumper-3-18","video","Product ad","flippers","","10.2","1080x1920","MG owners — you NEED this. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bumper-4-18.mp4","ad-honda-bumper-4-18","video","Product ad","garages","","10.2","1080x1920","EV parts without the dealer price. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-bumper-5-18.mp4","ad-honda-bumper-5-18","video","Product ad","public","","10.2","1080x1920","POV: you found exact-fit parts. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-bumper-6-18.mp4","ad-honda-bumper-6-18","video","Product ad","flippers","","10.2","1080x1920","Pranged it? Don’t panic. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bumper-7-18.mp4","ad-honda-bumper-7-18","video","Product ad","garages","","10.2","1080x1920","This is why your EV repair bill is mad. Honda Civic Front Bumper from £149 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-headlight-0-19.mp4","ad-honda-headlight-0-19","video","Product ad","garages","","10.2","1080x1920","Stop overpaying for EV parts. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-headlight-1-19.mp4","ad-honda-headlight-1-19","video","Product ad","public","","10.2","1080x1920","Your dealer is robbing you. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-headlight-2-19.mp4","ad-honda-headlight-2-19","video","Product ad","flippers","","10.2","1080x1920","Tesla repair quote made you cry? Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-headlight-3-19.mp4","ad-honda-headlight-3-19","video","Product ad","garages","","10.2","1080x1920","MG owners — you NEED this. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-headlight-4-19.mp4","ad-honda-headlight-4-19","video","Product ad","public","","10.2","1080x1920","EV parts without the dealer price. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-headlight-5-19.mp4","ad-honda-headlight-5-19","video","Product ad","flippers","","10.2","1080x1920","POV: you found exact-fit parts. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-headlight-6-19.mp4","ad-honda-headlight-6-19","video","Product ad","garages","","10.2","1080x1920","Pranged it? Don’t panic. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-headlight-7-19.mp4","ad-honda-headlight-7-19","video","Product ad","public","","10.2","1080x1920","This is why your EV repair bill is mad. Honda Jazz Headlight from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-wing-0-20.mp4","ad-honda-wing-0-20","video","Product ad","public","","10.2","1080x1920","Stop overpaying for EV parts. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-wing-1-20.mp4","ad-honda-wing-1-20","video","Product ad","flippers","","10.2","1080x1920","Your dealer is robbing you. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-wing-2-20.mp4","ad-honda-wing-2-20","video","Product ad","garages","","10.2","1080x1920","Tesla repair quote made you cry? Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-wing-3-20.mp4","ad-honda-wing-3-20","video","Product ad","public","","10.2","1080x1920","MG owners — you NEED this. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-wing-4-20.mp4","ad-honda-wing-4-20","video","Product ad","flippers","","10.2","1080x1920","EV parts without the dealer price. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-wing-5-20.mp4","ad-honda-wing-5-20","video","Product ad","garages","","10.2","1080x1920","POV: you found exact-fit parts. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-wing-6-20.mp4","ad-honda-wing-6-20","video","Product ad","public","","10.2","1080x1920","Pranged it? Don’t panic. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-wing-7-20.mp4","ad-honda-wing-7-20","video","Product ad","flippers","","10.2","1080x1920","This is why your EV repair bill is mad. Honda HR-V Front Wing from £89 (was £220) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bonnet-0-21.mp4","ad-honda-bonnet-0-21","video","Product ad","flippers","","10.2","1080x1920","Stop overpaying for EV parts. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bonnet-1-21.mp4","ad-honda-bonnet-1-21","video","Product ad","garages","","10.2","1080x1920","Your dealer is robbing you. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-bonnet-2-21.mp4","ad-honda-bonnet-2-21","video","Product ad","public","","10.2","1080x1920","Tesla repair quote made you cry? Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-bonnet-3-21.mp4","ad-honda-bonnet-3-21","video","Product ad","flippers","","10.2","1080x1920","MG owners — you NEED this. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bonnet-4-21.mp4","ad-honda-bonnet-4-21","video","Product ad","garages","","10.2","1080x1920","EV parts without the dealer price. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-honda-bonnet-5-21.mp4","ad-honda-bonnet-5-21","video","Product ad","public","","10.2","1080x1920","POV: you found exact-fit parts. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-honda-bonnet-6-21.mp4","ad-honda-bonnet-6-21","video","Product ad","flippers","","10.2","1080x1920","Pranged it? Don’t panic. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-honda-bonnet-7-21.mp4","ad-honda-bonnet-7-21","video","Product ad","garages","","10.2","1080x1920","This is why your EV repair bill is mad. Honda CR-V Bonnet from £239 (was £680) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-toyota-bumper-0-22.mp4","ad-toyota-bumper-0-22","video","Product ad","garages","","10.2","1080x1920","Stop overpaying for EV parts. Toyota Corolla Front Bumper from £139 (was £360) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-toyota-bumper-1-22.mp4","ad-toyota-bumper-1-22","video","Product ad","public","","10.2","1080x1920","Your dealer is robbing you. Toyota Corolla Front Bumper from £139 (was £360) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-toyota-bumper-2-22.mp4","ad-toyota-bumper-2-22","video","Product ad","flippers","","10.2","1080x1920","Tesla repair quote made you cry? Toyota Corolla Front Bumper from £139 (was £360) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-toyota-bumper-3-22.mp4","ad-toyota-bumper-3-22","video","Product ad","garages","","10.2","1080x1920","MG owners — you NEED this. Toyota Corolla Front Bumper from £139 (was £360) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
